,card_name,card_rarity,card_number,market_price,median_price
4540,Hau,Uncommon,120,0.15,0.25
4541,Herdier,Uncommon,104,0.11,0.23
4542,Hypno,Uncommon,60,0.13,0.21
4543,Ilima,Uncommon,121,0.10,0.25
4544,Ilima (Full Art),Ultra Rare,146,5.72,
4545,Incineroar,Rare,26,0.23,0.30
4546,Incineroar GX,Ultra Rare,27,2.27,
4547,Kangaskhan,Holo Rare,99,0.46,
4548,Krokorok,Uncommon,84,0.08,0.22
4549,Krookodile,Holo Rare,85,0.39,
4550,Lanturn,Rare,50,0.21,0.29
4551,Lapras GX,Ultra Rare,35,1.90,
4552,Lapras GX (Full Art),Ultra Rare,139,4.98,
4553,Lapras GX (Secret),Secret Rare,151,12.05,
4554,Lightning Energy (2017 Unnumbered),Common,,0.05,0.14
4555,Lillie,Uncommon,122,0.16,0.25
4556,Lillie (Full Art),Ultra Rare,147,28.55,
4557,Lillipup,Common,103,0.08,0.17
4558,Litten,Common,24,0.13,0.20
4559,Lunala GX,Ultra Rare,66,2.20,
4560,Lunala GX (Full Art),Ultra Rare,141,3.99,
4561,Lunala GX (Secret),Secret Rare,153,14.25,
4562,Lurantis GX,Ultra Rare,15,1.41,
4563,Lurantis GX (Full Art),Ultra Rare,138,2.83,
4564,Lurantis GX (Secret),Secret Rare,150,9.80,
4565,Makuhita,Common,67,0.09,0.20
4566,Mareanie,Common,62,0.08,0.20
4567,Masquerain,Rare,8,0.15,0.25
4568,Metal Energy (2017 Unnumbered),Common,,0.06,0.15
4569,Metal Energy (Secret),Secret Rare,163,20.13,
4570,Metapod,Uncommon,2,0.12,0.25
4571,Morelull,Common,16,0.08,0.17
4572,Nest Ball,Uncommon,123,0.50,0.41
4573,Nest Ball (Secret),Secret Rare,158,8.85,
4574,Oranguru,Holo Rare,113,0.70,
4575,Palossand,Rare,75,0.20,0.25
4576,Paras,Common,4,0.09,0.15
4577,Parasect,Rare,5,0.22,0.25
4578,Passimian,Uncommon,73,0.08,0.24
4579,Pelipper,Uncommon,38,0.08,0.24
4580,Pikipek,Common,106,0.09,0.20
4581,Pinsir,Uncommon,6,0.11,0.25
4582,Poison Barb,Uncommon,124,0.17,0.25
4583,Poke Ball,Uncommon,125,0.09,0.25
4584,Pokemon Catcher,Uncommon,126,0.13,0.25
4585,Poliwag,Common,30,0.10,0.20
4586,Poliwhirl,Uncommon,31,0.11,0.21
4587,Poliwrath,Holo Rare,32,0.66,
4588,Popplio,Common,39,0.11,0.16
4589,Potion,Uncommon,127,0.12,0.25
4590,Primarina,Rare,41,0.22,0.29
4591,Primarina GX,Ultra Rare,42,1.78,
4592,Professor Kukui,Uncommon,128,0.24,0.25
4593,Professor Kukui (Full Art),Ultra Rare,148,3.82,
4594,Psychic Energy (2017 Unnumbered),Common,,0.06,0.12
4595,Psychic Energy (Secret),Secret Rare,162,20.30,
4596,Psyduck,Common,28,0.12,0.20
4597,Pyukumuku,Uncommon,47,0.14,0.22
4598,Rainbow Energy,Uncommon,137,0.40,0.35
4599,Rare Candy,Uncommon,129,0.29,0.32
4600,Repel,Uncommon,130,0.17,0.25
4601,Ribombee,Holo Rare,93,0.42,
4602,Roggenrola,Common,69,0.08,0.18
4603,Rotom Dex,Uncommon,131,0.10,0.25
4604,Rotom Dex (Secret),Secret Rare,159,6.09,
4605,Rowlet,Common,9,0.13,0.20
4606,Sandile,Common,83,0.08,0.19
4607,Sandygast,Common,74,0.09,0.20
4608,Sharpedo,Holo Rare,82,0.47,
4609,Shellder,Common,33,0.09,0.20
4610,Shiinotic,Holo Rare,17,0.53,
4611,Skarmory,Common,88,0.09,0.20
4612,Snubbull,Common,90,0.07,0.16
4613,Solgaleo GX,Ultra Rare,89,4.34,
4614,Solgaleo GX (Full Art),Ultra Rare,143,6.48,
4615,Solgaleo GX (Secret),Secret Rare,155,16.98,
4616,Spearow,Common,97,0.09,0.20
4617,Spinda,Uncommon,102,0.09,0.23
4618,Steenee,Uncommon,19,0.09,0.20
4619,Stoutland,Rare,105,0.20,0.29
4620,Stufful,Common,111,0.09,0.20
4621,Surskit,Common,7,0.09,0.20
4622,Switch,Uncommon,132,0.26,0.25
4623,Switch (Secret),Secret Rare,160,28.89,
4624,Tauros GX,Ultra Rare,100,1.41,
4625,Tauros GX (Full Art),Ultra Rare,144,2.58,
4626,Tauros GX (Secret),Secret Rare,156,9.39,
4627,Team Skull Grunt,Uncommon,133,0.22,0.25
4628,Team Skull Grunt (Full Art),Ultra Rare,149,7.64,
4629,Timer Ball,Uncommon,134,0.20,0.25
4630,Togedemaru,Common,53,0.10,0.15
4631,Torkoal,Common,23,0.11,0.20
4632,Torracat,Uncommon,25,0.14,0.23
4633,Toucannon,Rare,108,0.21,0.25
4634,Toxapex,Holo Rare,63,0.41,
4635,Trumbeak,Uncommon,107,0.08,0.22
4636,Tsareena,Holo Rare,20,0.40,
4637,Ultra Ball,Uncommon,135,0.35,0.32
4638,Ultra Ball (Secret),Secret Rare,161,25.22,
4639,Umbreon GX,Ultra Rare,80,6.45,
4640,Umbreon GX (Full Art),Ultra Rare,142,18.94,
4641,Umbreon GX (Secret),Secret Rare,154,41.21,
4642,Vikavolt,Holo Rare,52,0.56,
4643,Water Energy (2017 Unnumbered),Common,,0.09,0.15
4644,Wingull,Common,37,0.08,0.16
4645,Wishiwashi,Uncommon,44,0.07,0.24
4646,Yungoos,Common,109,0.08,0.15
4647,Zubat,Common,54,0.11,0.15
4648,Aipom - SM244,Promo,SM244,0.35,0.45
4649,Alolan Marowak GX - SM187,Promo,SM187,4.68,
4650,Alolan Meowth - SM43,Common,SM43,0.22,
4651,Alolan Meowth - SM51,Promo,SM51,3.09,4.00
4652,Alolan Ninetales - SM128,Promo,SM128,3.50,4.41
4653,Alolan Raichu - SM65,Promo,SM65,1.27,
4654,Alolan Raichu - SM72 (Prerelease Promo),Promo,SM72,4.90,
4655,Alolan Raichu - SM72 (Staff Prerelease Promo),Promo,SM72,100.24,
4656,Alolan Sandslash - SM127,Promo,SM127,1.46,1.44
4657,Alolan Sandslash - SM18 (Prerelease Promo),Promo,SM18,2.78,
4658,Alolan Sandslash - SM18 (Prerelease Promo) [Staff],Promo,SM18,8.34,
4659,Alolan Sandslash GX - SM236,Promo,SM236,4.19,
4660,Amoonguss - SM202 (Prerelease Promo),Promo,SM202,1.00,
4661,Amoonguss - SM202 (Staff Prerelease Promo),Promo,SM202,22.45,
4662,Armored Mewtwo - SM228,Promo,SM228,63.37,
4663,Articuno - SM144,Promo,SM144,10.65,
4664,Ash's Pikachu - SM108,Promo,SM108,15.04,14.23
4665,Ash's Pikachu - SM109,Promo,SM109,19.80,20.12
4666,Ash's Pikachu - SM110,Promo,SM110,13.02,14.24
4667,Ash's Pikachu - SM111,Promo,SM111,13.72,18.99
4668,Ash's Pikachu - SM112,Promo,SM112,12.80,18.00
4669,Ash's Pikachu - SM113,Promo,SM113,11.55,14.48
4670,Ash's Pikachu - SM114,Promo,SM114,14.14,18.25
4671,Bewear - SM49 - Prerelease Promo,Rare,SM49,1.78,
4672,Bewear - SM49 - Staff Prerelease Promo,Rare,SM49,9.99,
4673,Bewear GX - SM34,Promo,SM34,1.96,
4674,Blacephalon - SM221 (Prerelease Promo),Promo,SM221,1.21,
4675,Blacephalon - SM221 (Prerelease Promo) [Staff],Promo,SM221,12.09,
4676,Blastoise GX - SM189,Promo,SM189,9.23,
4677,Bruxish - SM11 - Prerelease Promo,Promo,SM11,4.97,
4678,Bruxish - SM11 - Staff Prerelease Promo,Promo,SM11,15.18,
4679,Bulbasaur - SM198 (Detective Pikachu Stamped),Promo,SM198,3.40,
4680,Bulbasaur - SM198 (In-Store Event Promo),Promo,SM198,,
4681,Buzzwole - SM218 (Prerelease Promo),Promo,SM218,1.11,
4682,Buzzwole - SM218 (Prerelease Promo) [Staff],Promo,SM218,9.59,
4683,Buzzwole GX - SM69,Promo,SM69,2.12,
4684,Carracosta GX - SM239,Promo,SM239,1.41,
4685,Celebi - SM224,Promo,SM224,0.59,
4686,Celebi & Venusaur GX,Promo,SM167,6.89,
4687,Celesteela - SM131 (Staff Prerelease Promo),Promo,SM131,21.42,
4688,Celesteela (Prerelease Promo),Promo,SM131,1.40,
4689,Celesteela GX - SM67,Promo,SM67,2.75,
4690,Champions Festival (2017 Champion),Promo,SM78,,
4691,Champions Festival (2017 Finalist),Promo,SM78,,
4692,Champions Festival (2017 Quarter-Finalist),Promo,SM78,,
4693,Champions Festival (2017 Semi-Finalist),Promo,SM78,,
4694,Champions Festival (2017 Top Sixteen),Promo,SM78,,
4695,Champions Festival (2017 Top Thirty-Two),Promo,SM78,,
4696,Champions Festival (2017),Promo,SM78,300.00,
4697,Champions Festival (2017) [Staff],Promo,SM78,,
4698,Champions Festival (2018 Champion),Promo,SM148,,
4699,Champions Festival (2018 Top Finalist),Promo,SM148,,
4700,Champions Festival (2018 Top Quarter Finalist),Promo,SM148,,
4701,Champions Festival (2018 Top Semi-Finalist),Promo,SM148,,
4702,Champions Festival (2018 Top Sixteen),Promo,SM148,,
4703,Champions Festival (2018 Top Thirty-Two),Promo,SM148,,
4704,Champions Festival (2018),Promo,SM148,97.50,
4705,Champions Festival (2018) [Staff],Promo,SM148,225.00,
4706,Champions Festival (2019 Champion),Promo,SM231,,
4707,Champions Festival (2019 Finalist),Promo,SM231,,
4708,Champions Festival (2019 Quarter Finalist),Promo,SM231,,
4709,Champions Festival (2019 Semi-Finalist),Promo,SM231,,
4710,Champions Festival (2019 Top Sixteen),Promo,SM231,,
4711,Champions Festival (2019 Top Thirty-Two),Promo,SM231,,
4712,Champions Festival (2019),Promo,SM231,,399.99
4713,Champions Festival (2019) [Staff],Promo,SM231,,
4714,Charizard - SM158,Promo,SM158,81.28,
4715,Charizard - SM158 [Staff],Promo,SM158,,
4716,Charizard - SM226,Promo,SM226,43.30,
4717,Charizard & Braixen GX - SM230,Promo,SM230,19.20,
4718,Charizard GX - SM195,Promo,SM195,11.85,
4719,Charizard GX - SM211,Promo,SM211,6.04,
4720,Charizard GX - SM60,Promo,SM60,42.57,
4721,Cosmog - SM42,Common,SM42,0.22,
4722,Crabominable - SM47 (Prerelease Promo),Promo,SM47,1.24,
4723,Crabominable - SM47 (Prerelease Promo) [Staff],Promo,SM47,6.99,
4724,Dawn Wings Necrozma,Promo,SM123,0.94,
4725,Dawn Wings Necrozma - SM106,Promo,SM106,0.88,
4726,Dawn Wings Necrozma GX - SM101,Promo,SM101,2.44,
4727,Decidueye - SM55,Promo,SM55,0.25,
4728,Decidueye GX - SM37,Promo,SM37,3.45,
4729,Delcatty - SM132 (Staff Prerelease Promo),Promo,SM132,28.65,
4730,Delcatty (Prerelease Promo),Promo,SM132,1.37,
4731,Deoxys - SM164,Promo,SM164,1.32,
4732,Detective Pikachu - SM170,Promo,SM170,9.72,
4733,Detective Pikachu - SM170 (Detective Pikachu Stamped),Promo,SM170,10.82,
4734,Detective Pikachu - SM190,Promo,SM190,2.13,
4735,Detective Pikachu - SM190 (Stamped),Promo,SM190,14.16,
4736,Detective Pikachu - SM194,Promo,SM194,1.71,
4737,Dhelmise - SM53,Promo,SM53,0.69,
4738,Dragonite GX - SM156,Promo,SM156,35.29,
4739,Drampa - SM21 - Prerelease Promo,Promo,SM21,1.74,
4740,Drampa - SM21 - Staff Prerelease Promo,Promo,SM21,14.09,
4741,Dusk Mane Necrozma,Promo,SM124,1.78,
4742,Dusk Mane Necrozma - SM107,Promo,SM107,4.83,
4743,Dusk Mane Necrozma GX - SM102,Promo,SM102,2.68,
4744,Eevee - SM184,Promo,SM184,1.30,
4745,Eevee - SM235,Promo,SM235,2.05,
4746,Eevee & Snorlax GX,Promo,SM169,7.33,
4747,Eevee GX - SM174,Promo,SM174,13.08,
4748,Eevee GX - SM175,Promo,SM175,10.77,
4749,Eevee GX - SM176,Promo,SM176,8.80,
4750,Eevee GX - SM233,Promo,SM233,9.74,
4751,Eevee GX - SM242,Promo,SM242,5.28,
4752,Entei - SM219 (Prerelease Promo),Promo,SM219,12.96,
4753,Entei - SM219 (Prerelease Promo) [Staff],Promo,SM219,93.92,
4754,Espeon & Deoxys GX - SM240,Promo,SM240,10.58,
4755,Espeon GX - SM35,Promo,SM35,8.22,
4756,Exeggcute - SM119,Promo,SM119,0.66,
4757,"Flareon - SM186 (Let's Play, Eevee!)",Promo,SM186,2.76,3.00
4758,Flareon GX - SM171,Promo,SM171,7.13,
4759,Garchomp & Giratina GX - SM193,Promo,SM193,4.89,
4760,Giratina - SM151 (Prerelease Promo),Promo,SM151,3.86,
4761,Giratina - SM151 (Prerelease Promo) (Staff),Promo,SM151,40.94,
4762,Glaceon - SM238,Promo,SM238,0.99,1.00
4763,Glaceon GX - SM147,Promo,SM147,2.36,
4764,Golisopod - SM52,Promo,SM52,0.53,
4765,Golisopod GX - SM62,Promo,SM62,1.60,
4766,Greninja GX - SM197,Promo,SM197,8.12,
4767,Gumshoos - SM97 (Prerelease Promo),Promo,SM97,1.26,
4768,Gumshoos - SM97 (Staff Prerelease Promo),Promo,SM97,16.49,
4769,Gyarados GX - SM212,Promo,SM212,1.35,
4770,Heatran - SM96 (Prerelease Promo),Promo,SM96,1.41,
4771,Heatran - SM96 (Staff Prerelease Promo),Promo,SM96,49.73,
4772,Ho-Oh GX - SM57,Promo,SM57,3.07,
4773,Ho-Oh GX - SM80,Promo,SM80,17.96,
4774,Incineroar GX - SM38,Promo,SM38,4.88,
4775,Jangmo-o - SM40,Common,SM40,0.44,
4776,Jirachi - SM161,Promo,SM161,9.72,
4777,Jirachi - SM161 [Staff],Promo,SM161,92.24,
4778,Jolteon GX - SM173,Promo,SM173,6.23,
4779,Kangaskhan GX - SM188,Promo,SM188,2.32,
4780,Kingdra GX - SM155,Promo,SM155,9.42,
4781,Komala - SM41,Promo,SM41,0.52,
4782,Kommo-o GX - SM71,Promo,SM71,3.15,
4783,Kyogre - SM129 (Staff Prerelease Promo),Promo,SM129,88.36,
4784,Kyogre (Prerelease Promo),Promo,SM129,2.51,
4785,Kyurem - SM142,Promo,SM142,2.08,
4786,Latias - SM135,Promo,SM135,1.65,
4787,Latias - SM87,Promo,SM87,1.83,
4788,Latios - SM136,Promo,SM136,1.01,
4789,Latios - SM88,Promo,SM88,1.54,
4790,Leafeon - SM237,Promo,SM237,1.29,1.00
4791,Leafeon GX - SM146,Promo,SM146,3.64,
4792,Litten - SM02,Promo,SM02,1.37,
4793,Litten - SM08,Promo,SM08,0.44,
4794,Litten - SM23,Promo,SM23,0.83,
4795,Lucario - SM54,Promo,SM54,0.67,
4796,Lucario - SM95 (Prerelease Promo),Promo,SM95,5.62,
4797,Lucario - SM95 (Prerelease Promo) [Staff],Promo,SM95,14.78,
4798,Lucario & Melmetal GX - SM192,Promo,SM192,6.50,
4799,Lucario GX - SM100,Promo,SM100,2.89,
4800,Lunala GX - SM103,Promo,SM103,7.16,
4801,Lunala GX - SM103a,Promo,SM103a,8.78,
4802,Lunala GX - SM17,Promo,SM17,2.48,
4803,Lurantis - SM25,Promo,SM25,0.74,
4804,Lycanroc - SM105,Promo,SM105,0.76,
4805,Lycanroc - SM118 (Prerelease Promo),Promo,SM118,2.56,
4806,Lycanroc - SM118 (Staff Prerelease Promo),Promo,SM118,48.92,
4807,Lycanroc GX - SM14,Promo,SM14,2.10,
4808,Magikarp & Wailord GX,Promo,SM166,12.78,
4809,Malamar - SM117 (Prerelease Promo),Promo,SM117,2.63,
4810,Malamar - SM117 (Staff Prerelease Promo),Promo,SM117,17.82,
4811,Manectric (Prerelease Promo),Promo,SM130,1.73,
4812,Manectric (Staff Prerelease Promo),Promo,SM130,18.13,
4813,Marshadow - SM85,Promo,SM85,0.79,
4814,Marshadow - SM93,Promo,SM93,0.48,
4815,Marshadow GX - SM59,Promo,SM59,1.82,
4816,Melmetal - SM181 (Prerelease Promo),Promo,SM181,2.41,
4817,Melmetal - SM181 (Prerelease Promo) [Staff],Promo,SM181,,
4818,Melmetal GX - SM178,Promo,SM178,5.88,
4819,Meltan - SM177,Promo,SM177,2.48,
4820,Mew - SM215,Promo,SM215,15.15,
4821,Mewtwo - SM214,Promo,SM214,2.46,
4822,Mewtwo - SM77,Promo,SM77,3.19,
4823,Mewtwo & Mew GX - SM191,Promo,SM191,27.69,
4824,Mewtwo GX - SM196,Promo,SM196,6.38,
4825,Mimikyu - SM163,Promo,SM163,2.73,
4826,Mimikyu - SM29,Promo,SM29,0.90,
4827,Mimikyu - SM99,Promo,SM99,3.85,
4828,Mismagius - SM222,Promo,SM222,0.37,
4829,Moltres - SM143,Promo,SM143,7.11,
4830,Moltres & Zapdos & Articuno GX,Promo,SM210,18.91,
4831,Mudsdale - SM20 - Prerelease Promo,Promo,SM20,2.02,
4832,Mudsdale - SM20 - Staff Prerelease Promo,Promo,SM20,21.32,
4833,Naganadel GX - SM125,Promo,SM125,1.73,
4834,Necrozma - SM204 (Prerelease Promo),Promo,SM204,0.98,
4835,Necrozma - SM204 (Staff Prerelease Promo),Promo,SM204,9.73,
4836,Necrozma GX - SM58,Promo,SM58,1.75,
4837,Nidoqueen - SM160,Promo,SM160,1.69,
4838,Nidoqueen - SM160 [Staff],Promo,SM160,17.58,
4839,Oranguru - SM13 - Prerelease Promo,Promo,SM13,10.11,
4840,Oranguru - SM13 - Staff Prerelease Promo,Promo,SM13,30.01,
4841,Oricorio - SM19 - Prerelease Promo,Promo,SM19,2.36,
4842,Oricorio - SM19 - Staff Prerelease Promo,Promo,SM19,12.39,
4843,Passimian - SM12 - Staff Prerelease Promo,Promo,SM12,11.86,
4844,Passimian - SM12 Prerelease Promo,Promo,SM12,5.06,
4845,Persian - SM182 (Prerelease Promo),Promo,SM182,2.36,
4846,Persian - SM182 (Prerelease Promo) [Staff],Promo,SM182,23.13,
4847,Pheromosa - SM115 (Prerelease Promo),Promo,SM115,1.53,
4848,Pheromosa - SM115 (Staff Prerelease Promo),Promo,SM115,23.99,
4849,Pheromosa GX - SM66,Promo,SM66,2.63,
4850,Phione - SM220 (Prerelease Promo),Promo,SM220,4.16,
4851,Phione - SM220 (Prerelease Promo) [Staff],Promo,SM220,14.97,
4852,Pikachu - SM04,Promo,SM04,3.83,
4853,Pikachu - SM04 (Target Non-Holo),Promo,SM04,2.57,6.00
4854,Pikachu - SM157,Promo,SM157,6.86,
4855,Pikachu - SM162,Promo,SM162,11.22,
4856,Pikachu - SM183,Promo,SM183,1.86,
4857,Pikachu - SM206,Promo,SM206,6.23,
4858,Pikachu - SM227,Promo,SM227,7.18,
4859,Pikachu - SM234,Promo,SM234,5.06,
4860,Pikachu - SM76,Promo,SM76,5.61,
4861,Pikachu - SM81,Promo,SM81,10.50,
4862,Pikachu - SM86,Promo,SM86,12.73,
4863,Pikachu - SM98,Promo,SM98,6.20,
4864,Pikachu & Zekrom GX,Promo,SM168,13.15,
4865,Pikachu GX - SM232,Promo,SM232,4.78,
4866,Pikipek - SM07,Promo,SM07,0.43,
4867,Popplio - SM03,Promo,SM03,1.02,
4868,Popplio - SM24,Promo,SM24,0.58,
4869,Porygon-Z GX,Promo,SM216,2.24,
4870,Primarina GX - SM39,Promo,SM39,3.22,
4871,Psyduck - SM199 (Detective Pikachu Stamped),Promo,SM199,1.98,
4872,Psyduck - SM199 (In-Store Event Promo),Promo,SM199,,
4873,Raichu GX - SM213,Promo,SM213,1.08,
4874,Raichu GX - SM90,Promo,SM90,2.62,
4875,Raikou - SM150 (Prerelease Promo),Promo,SM150,9.51,
4876,Raikou - SM150 (Prerelease Promo) (Staff),Promo,SM150,57.02,
4877,Raikou GX,Promo,SM121,3.42,
4878,Regigigas - SM243,Promo,SM243,0.28,
4879,Regirock - SM74 (Prerelease Promo),Promo,SM74,3.31,
4880,Regirock - SM74 (Staff Prerelease Promo),Promo,SM74,8.46,
4881,Registeel - SM75 (Prerelease Promo),Promo,SM75,4.13,
4882,Registeel - SM75 (Staff Prerelease Promo),Promo,SM75,12.69,
4883,Reshiram & Charizard GX,Promo,SM201,25.78,
4884,Reshiram GX - SM137,Promo,SM137,3.28,
4885,Rockruff - SM06,Promo,SM06,0.54,
4886,Rockruff - SM120,Promo,SM120,0.66,
4887,Rowlet - SM01,Promo,SM01,1.25,
4888,Rowlet - SM153,Promo,SM153,0.54,
4889,Rowlet - SM22,Promo,SM22,0.92,
4890,Salamence - SM140,Promo,SM140,1.81,
4891,Salamence GX - SM139,Promo,SM139,4.67,
4892,Salandit - SM154,Promo,SM154,0.44,
4893,Salazzle - SM73 (Prerelease Promo),Promo,SM73,2.97,
4894,Salazzle - SM73 (Staff Prerelease Promo),Promo,SM73,6.93,
4895,Salazzle GX - SM63,Promo,SM63,1.71,
4896,Seviper - SM46 - Prerelease Promo,Uncommon,SM46,1.52,
4897,Seviper - SM46 - Staff Prerelease Promo,Uncommon,SM46,20.83,
4898,Shiinotic - SM10 - Prerelease Promo,Promo,SM10,6.96,
4899,Shiinotic - SM10 - Staff Prerelease Promo,Promo,SM10,8.81,
4900,Shining Celebi - SM79,Promo,SM79,40.40,
4901,Shining Ho-Oh - SM70,Promo,SM70,23.47,
4902,Shining Lugia - SM82,Promo,SM82,102.70,
4903,Silvally - SM64,Promo,SM64,0.86,
4904,Silvally GX - SM91,Promo,SM91,1.90,
4905,Snorlax GX - SM05,Promo,SM05,3.85,
4906,Snubbull - SM200 (Detective Pikachu Stamped),Promo,SM200,0.80,
4907,Snubbull - SM200 (In-Store Event Promo),Promo,SM200,,
4908,Solgaleo GX - SM104,Promo,SM104,3.96,
4909,Solgaleo GX - SM104a,Promo,SM104a,13.12,
4910,Solgaleo GX - SM16,Promo,SM16,2.07,
4911,Stakataka - SM180 (Prerelease Promo),Promo,SM180,0.86,
4912,Stakataka - SM180 (Prerelease Promo) [Staff],Promo,SM180,5.96,
4913,Stakataka - SM209,Promo,SM209,0.42,
4914,Sudowoodo - SM207,Promo,SM207,0.58,
4915,Suicune - SM149 (Prerelease Promo),Promo,SM149,11.12,
4916,Suicune - SM149 (Prerelease Promo) (Staff),Promo,SM149,88.82,
4917,Tapu Bulu - SM61,Promo,SM61,0.57,
4918,Tapu Bulu GX - SM32,Promo,SM32,1.67,
4919,Tapu Fini - SM203 (Prerelease Promo),Promo,SM203,1.13,
4920,Tapu Fini - SM203 (Staff Prerelease Promo),Promo,SM203,20.81,
4921,Tapu Fini - SM92,Promo,SM92,0.81,
4922,Tapu Koko - SM30,Promo,SM30,0.51,
4923,Tapu Koko - SM31,Promo,SM31,0.46,
4924,Tapu Koko GX - SM33,Promo,SM33,2.01,
4925,Tapu Koko GX - SM50,Promo,SM50,2.29,
4926,Tapu Lele - SM152 (Prerelease Promo),Promo,SM152,1.91,
4927,Tapu Lele - SM152 (Prerelease Promo) (Staff),Promo,SM152,17.15,
4928,Tapu Lele - SM45,Promo,SM45,1.63,
4929,Terrakion - SM205 (Prerelease Promo),Promo,SM205,0.80,
4930,Terrakion - SM205 (Staff Prerelease Promo),Promo,SM205,16.49,
4931,Terrakion - SM223,Promo,SM223,0.39,
4932,Thundurus GX,Promo,SM133,3.66,
4933,Togedemaru - SM09,Promo,SM09,0.37,
4934,Togedemaru - SM44,Common,SM44,3.01,
4935,Tornadus GX,Promo,SM134,2.71,
4936,Trevenant & Dusknoir GX,Promo,SM217,6.30,
4937,Tsareena - SM26,Promo,SM26,0.44,
4938,Tsareena GX - SM56,Promo,SM56,2.34,
4939,Turtonator - SM27,Promo,SM27,0.36,
4940,Typhlosion - SM185,Promo,SM185,1.79,
4941,Ultra Necrozma - SM165,Promo,SM165,1.25,
4942,Ultra Necrozma GX - SM126,Promo,SM126,3.47,
4943,Umbreon & Darkrai GX - SM241,Promo,SM241,11.53,
4944,Umbreon GX - SM36,Promo,SM36,10.15,
4945,Vaporeon GX - SM172,Promo,SM172,6.99,
4946,Venusaur & Snivy GX - SM229,Promo,SM229,6.28,
4947,Victini - SM225,Promo,SM225,0.53,
4948,Vikavolt - SM208,Promo,SM208,0.31,
4949,Vikavolt - SM28,Promo,SM28,0.37,
4950,Volcanion - SM179 (Prerelease Promo),Promo,SM179,6.90,
4951,Volcanion - SM179 (Prerelease Promo) [Staff],Promo,SM179,29.99,
4952,Wash Rotom - SM94 (Prerelease Promo),Promo,SM94,1.63,
4953,Wash Rotom - SM94 (Staff Prerelease Promo),Promo,SM94,39.99,
4954,White Kyurem GX - SM141,Promo,SM141,3.70,
4955,Xurkitree - SM116 (Prerelease Promo),Promo,SM116,2.16,
4956,Xurkitree - SM116 (Staff Prerelease Promo),Promo,SM116,36.97,
4957,Xurkitree GX - SM68,Promo,SM68,4.35,
4958,Zapdos - SM145,Promo,SM145,6.84,
4959,Zapdos - SM159,Promo,SM159,4.67,
4960,Zapdos - SM159 [Staff],Promo,SM159,44.32,
4961,Zekrom GX - SM138,Promo,SM138,3.48,
4962,Zoroark - SM89,Promo,SM89,0.56,
4963,Zoroark GX - SM84,Promo,SM84,2.98,
4964,Zorua - SM83,Promo,SM83,0.54,
4965,Zygarde - SM15,Promo,SM15,0.41,
4966,Zygarde - SM48 - Prerelease Promo,Holo Rare,SM48,2.28,
4967,Zygarde - SM48 - Staff Prerelease Promo,Holo Rare,SM48,17.46,
4968,Zygarde GX,Promo,SM122,4.63,
4969,Arcanine,Rare,18,0.24,0.25
4970,Beedrill,Rare,7,0.24,0.25
4971,Blastoise EX,Ultra Rare,21,3.92,
4972,Blastoise Spirit Link,Uncommon,73,0.10,0.20
4973,Brock's Grit,Uncommon,74,0.13,0.23
4974,Brock's Grit (Full Art),Ultra Rare,107,7.30,
4975,Caterpie,Common,3,0.07,0.13
4976,Chansey,Holo Rare,70,3.00,
4977,Charizard,Holo Rare,11,110.43,
4978,Charizard EX,Ultra Rare,12,13.66,
4979,Charizard Spirit Link,Uncommon,75,0.12,0.20
4980,Charmander,Common,9,0.17,0.25
4981,Charmeleon,Uncommon,10,0.19,0.25
4982,Clefairy,Holo Rare,63,2.55,
4983,Darkness Energy,Common,97,0.22,0.25
4984,Devolution Spray,Uncommon,76,0.11,0.20
4985,Dewgong,Rare,29,0.24,0.25
4986,Diglett,Common,55,0.05,0.12
4987,Doduo,Common,69,0.08,0.13
4988,Double Colorless Energy,Uncommon,90,0.47,0.45
4989,Dragonite EX,Ultra Rare,72,2.80,
4990,Dragonite EX (Full Art),Ultra Rare,106,20.24,
4991,Drowzee,Common,49,0.11,0.15
4992,Dugtrio,Rare,56,0.18,0.25
4993,Electabuzz,Common,41,0.11,0.15
4994,Electrode,Rare,40,0.20,0.25
4995,Energy Retrieval,Uncommon,77,0.10,0.16
4996,Exeggutor,Secret Rare,109,0.94,1.00
4997,Fairy Energy,Common,99,0.34,0.35
4998,Farfetch'd,Rare,68,0.20,0.25
4999,Fighting Energy,Common,96,0.19,0.19
5000,Fire Energy,Common,92,0.23,0.22
5001,Flying Pikachu,Secret Rare,110,3.62,4.99
5002,Full Heal,Uncommon,78,0.10,0.20
5003,Gastly,Common,47,0.10,0.12
5004,Grass Energy,Common,91,0.18,0.25
5005,Growlithe,Common,17,0.13,0.15
5006,Gyarados,Holo Rare,34,7.30,
5007,Haunter,Uncommon,48,0.13,0.20
5008,Here Comes Team Rocket!,Secret Rare,113,0.70,0.55
5009,Hitmonchan,Holo Rare,62,2.30,
5010,Imakuni's Doduo,Secret Rare,112,1.35,1.32
5011,Kakuna,Uncommon,6,0.14,0.18
5012,Koffing,Uncommon,50,0.13,0.20
5013,Lightning Energy,Common,94,0.15,0.25
5014,M Blastoise EX,Ultra Rare,22,8.67,
5015,M Blastoise EX (Full Art),Ultra Rare,102,24.29,
5016,M Charizard EX,Ultra Rare,13,24.44,
5017,M Charizard EX (Full Art),Ultra Rare,101,62.88,
5018,M Pidgeot EX,Ultra Rare,65,2.49,
